X1,X3,X7,X8,X9,X10,X11,X15,X17,X18,X19,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X44,X45,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X71,X72,X73,X75,X76,X78,X80,X82,X84,X85,X87,X88,X90,X91,Region,disciplines_recoded_wos
55,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,Yes,Agree,Completely agree,Somewhat important,Very important,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Not applicable,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Very important,Very important,Somewhat important,Very important,Completely disagree,Completely disagree,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Not applicable,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Very important,Somewhat important,Somewhat important,Very important,Agree,Completely agree,11,6,Very rarely,3,3,16,3,Neither important nor unimportant,Important,Neither important nor unimportant,Female,Lecturer / Assistant Professor / Research Fellow,2012,Both research and teaching intensive,Life Sciences,NA,Europe & Central Asia,Life Sciences & Biomedicine
57,8,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,No,Disagree,Disagree,Very important,Neither important nor unimportant,Somewhat unimportant,Very important,Very unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat important,Very important,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,I don't know,Agree,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Very important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,Somewhat important,Agree,Neither agree nor disagree,6,4,Very often,4,4,8,0,Important,Important,Important,Male,Post-doctoral researcher (up to 5 years post-PhD),2013,Both research and teaching intensive,Computer Science,NA,Europe & Central Asia,Technology
58,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Yes,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,I don't know,Agree,Somewhat important,Somewhat important,Very important,Somewhat unimportant,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Agree,Completely agree,25,15,Rarely,0,NA,30,1,Important,Important,Neither important nor unimportant,Male,Lecturer / Assistant Professor / Research Fellow,2011,Teaching intensive,Geology,NA,North America,Physical Sciences
59,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Other,Completely agree,Completely agree,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Somewhat important,I don't know,Somewhat important,Very important,Neither important nor unimportant,Somewhat important,Not applicable,Not applicable,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Not applicable,Not applicable,15,3,Neither often nor rarely,0,NA,30,0,Neither important nor unimportant,Important,Neither important nor unimportant,Male,Professor,1981,Both research and teaching intensive,Other,transportation systems,Europe & Central Asia,Technology
61,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,No,Completely agree,Completely agree,Very important,Neither important nor unimportant,Very important,Very important,Very unimportant,Very unimportant,Very unimportant,Somewhat important,Neither important nor unimportant,Very unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Very unimportant,Very important,Very important,Neither important nor unimportant,Very important,Completely agree,Completely agree,Very important,Very important,Very important,Neither important nor unimportant,Very unimportant,Very unimportant,Very unimportant,Very important,Very important,Neither important nor unimportant,Very important,Very important,Very important,Very important,Very important,Very important,Neither important nor unimportant,Very unimportant,Somewhat important,Completely disagree,Completely disagree,20,4,Very rarely,15,0,12,3,Very important,Very important,Very important,Female,Professor,1982,Research intensive,Psychology,NA,North America,Social Sciences
62,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,Not applicable,Not applicable,Not applicable,Neither important nor unimportant,Neither important nor unimportant,Very important,Very important,Very unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat unimportant,Very unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat unimportant,Very important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Agree,Agree,Very unimportant,Very unimportant,Very important,Very important,Very unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Very unimportant,Very unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Very important,Somewhat important,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Completely agree,Completely agree,12,12,Rarely,5,2,55,1,Very unimportant,Very unimportant,Very unimportant,Male,Professor,2003,Both research and teaching intensive,Economics,NA,Europe & Central Asia,Social Sciences
63,8,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NA,No,Completely agree,Completely agree,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Neither agree nor disagree,Disagree,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Neither important nor unimportant,Very important,Very important,Somewhat important,Neither agree nor disagree,Neither agree nor disagree,25,7,Does not apply,4,3,50,0,Unimportant,Very important,Unimportant,Male,Professor,1980,Other,Engineering,NA,Europe & Central Asia,Technology
64,8,Yes,Yes,Yes,Yes,Yes,Yes,No,NA,No,Completely agree,Completely agree,Very important,Very important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Very important,Very important,Very important,Very important,Disagree,Neither agree nor disagree,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Somewhat important,Very important,Very important,Very important,Somewhat important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Very important,Neither agree nor disagree,Agree,22,10,Often,5,3,10,0,Important,Neither important nor unimportant,Neither important nor unimportant,Female,Professor,1973,Both research and teaching intensive,Statistics,NA,Europe & Central Asia,Physical Sciences
65,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,I don't know,Agree,Agree,Somewhat important,Somewhat important,Very important,Very important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Neither important nor unimportant,Somewhat important,Agree,I don't know,Neither important nor unimportant,Somewhat important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat unimportant,Somewhat important,Agree,Neither agree nor disagree,30,5,Neither often nor rarely,10,3,10,4,Important,Neither important nor unimportant,Neither important nor unimportant,Male,Senior Lecturer / Associate Professor  / Senior Researcher,2002,Research intensive,Other,Ethics,Europe & Central Asia,Arts & Humanities
66,8,Yes,Yes,Yes,Yes,Yes,No,Yes,NA,I don't know,Agree,Agree,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Somewhat important,Somewhat important,Very important,Very important,Somewhat important,Very important,I don't know,Agree,Neither important nor unimportant,Neither important nor unimportant,Very important,Neither important nor unimportant,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Somewhat important,Neither important nor unimportant,Neither important nor unimportant,Somewhat important,Neither important nor unimportant,Very important,Very important,Somewhat important,Neither important nor unimportant,Very important,Neither agree nor disagree,Completely agree,60,30,Very rarely,5,0,15,0,Important,Important,Important,Male,Senior Lecturer / Associate Professor  / Senior Researcher,1999,Both research and teaching intensive,Health,NA,Europe & Central Asia,Life Sciences & Biomedicine
